show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,duration_minutes,seasons,Is_Recent
s2208,Movie,Animal Crackers,"Tony Bancroft, Scott Christian Sava","Emily Blunt, John Krasinski, Ian McKellen, Danny DeVito, Raven-SymonÃ©, Patrick Warburton, Wallace Shawn, Gilbert Gottfried, Tara Strong, Harvey Fierstein, James Arnold Taylor, Kevin Grevioux, Sylvester Stallone, Lydia Rose Taylor","China, Spain, South Korea, United States","July 24, 2020",2020,TV-Y7,106 min,"Children & Family Movies, Comedies",106.0,,1
s2209,Movie,Dragons: Rescue Riders: Secrets of the Songwing,"Greg Rankin, TJ Sullivan","Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, RenÃ©e Elise Goldsberry",United States,"July 24, 2020",2020,TV-Y,46 min,"Children & Family Movies, Comedies",46.0,,1
s2210,Movie,Nimbe,Tope Alake,"Odunlade Adekola, Chimezie Imo, Sani Danja, Rachael Okonkwo, Broda Shaggi, Toyin Abraham, Kelechi Udegbe, Doyin Abiola, Molawa Davis",Nigeria,"July 24, 2020",2019,TV-MA,115 min,"Dramas, International Movies",115.0,,1
s2211,Movie,Offering to the Storm,Fernando GonzÃ¡lez Molina,"Marta Etura, Leonardo Sbaraglia, Carlos Librado ""Nene"", Francesc Orella, Imanol Arias, Ãlvaro Cervantes, Itziar Aizpuru, Benn Northover, Marta Larralde, Alicia SÃ¡nchez, Eduardo Rosa, Angel Alkain, Ana Wagener, Paco Tous, Patricia LÃ³pez Arnaiz, Pedro Casablanc","Spain, Germany","July 24, 2020",2020,TV-MA,140 min,"International Movies, Thrillers",140.0,,1
s2212,Movie,Romance Doll,Yuki Tanada,"Issey Takahashi, Yuu Aoi, Kenta Hamano, Toko Miura, Koji Ohkura, Pierre Taki, Eri Watanabe, Kitaro",Japan,"July 24, 2020",2020,TV-MA,124 min,"Dramas, International Movies, Romantic Movies",124.0,,1
s2213,TV Show,Sing On! Spain,No Director Listed,Ricky Merino,Spain,"July 24, 2020",2020,TV-G,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows",,1.0,1
s2214,Movie,The Kissing Booth 2,Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young","United Kingdom, United States","July 24, 2020",2020,TV-14,133 min,"Comedies, Romantic Movies",133.0,,1
s2215,TV Show,Sinatra: All or Nothing at All,Alex Gibney,,United States,"July 23, 2020",2015,TV-14,1 Season,Docuseries,,1.0,1
s2216,Movie,The Larva Island Movie,Ahn Byoung-wook,"Hong Bum-ki, Eddy Lee, Kang Shi-hyun, Ahn Hyo-min, Kim Yeon-woo, Choi Nak-yoon, Tom Wayland, Erica Schroeder",South Korea,"July 23, 2020",2020,TV-Y7,91 min,"Children & Family Movies, Comedies",91.0,,1
s2217,Movie,The Letter Reader,Sibusiso Khuzwayo,"Bahle Mashinini, Nomalanga Shabane, Andile Gumbi, Nokuthula Mazibuko",South Africa,"July 23, 2020",2019,TV-PG,30 min,"Dramas, International Movies",30.0,,1
s2218,TV Show,Fear City: New York vs The Mafia,No Director Listed,,United States,"July 22, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries",,1.0,1
s2219,TV Show,Norsemen,No Director Listed,"KÃ¥re Conradi, Silje Torp, Nils JÃ¸rgen Kaalstad, Marian Saastad Ottesen, Trond Fausa, Kristine Riis, Jon Ãigarden, Henrik Mestad, Ãystein Martinsen, Mikkel Bratt Silset, Mads JÃ¸rgensen, Nikis Theophilakis",Norway,"July 22, 2020",2020,TV-MA,3 Seasons,"International TV Shows, TV Comedies",,3.0,1
s2220,Movie,The Remix: Hip Hop X Fashion,"Lisa CortÃ©s, Farah X",,United States,"July 22, 2020",2019,TV-MA,67 min,"Documentaries, Music & Musicals",67.0,,1
s2221,Movie,Ip Man 4: The Finale,Wilson Yip,"Donnie Yen, Wu Yue, Vanness Wu, Scott Adkins, Kent Cheng, Danny Chan Kwok-kwan, Kanin Ngo, Chris Collins, Vanda Margraf, Meng Lo","Hong Kong, China","July 21, 2020",2019,TV-MA,105 min,"Action & Adventure, Dramas, International Movies",105.0,,1
s2222,Movie,Jack Whitehall: I'm Only Joking,"Dave Skinner, Freddie Waters",Jack Whitehall,United Kingdom,"July 21, 2020",2020,TV-MA,58 min,Stand-Up Comedy,58.0,,1
s2223,TV Show,Street Food: Latin America,No Director Listed,,Unknown,"July 21, 2020",2020,TV-PG,1 Season,"Docuseries, Spanish-Language TV Shows",,1.0,1
s2224,TV Show,Killer Women with Piers Morgan,No Director Listed,Piers Morgan,United Kingdom,"July 19, 2020",2017,TV-MA,1 Season,"British TV Shows, Crime TV Shows, Docuseries",,1.0,1
s2225,Movie,Funan,Denis Do,"BÃ©rÃ©nice Bejo, Louis Garrel, Colette Kieffer, Aude-Laurence Clermont Biver, Brice Montagne, Franck Sasonoff, HervÃ© Sogne, Maxime Baudoin, Tom Trouffier, Lila Lacombe, CÃ©line RontÃ©, Emilie MariÃ©, Thierry Jahn","France, Belgium, Luxembourg, Cambodia,","July 18, 2020",2018,TV-14,87 min,"Dramas, International Movies",87.0,,1
s2226,TV Show,Gigantosaurus,No Director Listed,,France,"July 18, 2020",2019,TV-Y,1 Season,Kids' TV,,1.0,1
s2227,TV Show,Single Wives,No Director Listed,"Fifi Box, Matthew Hussey",Australia,"July 18, 2020",2018,TV-MA,1 Season,"Reality TV, Romantic TV Shows",,1.0,1
s2228,TV Show,Cursed,No Director Listed,"Katherine Langford, Devon Terrell, Gustaf SkarsgÃ¥rd, Daniel Sharman, Sebastian Armesto, Lily Newmark, Shalom Brune-Franklin, Matt Stokoe, Bella Dayne, Peter Mullan, Emily Coates","United Kingdom, Australia","July 17, 2020",2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",,1.0,1
s2229,Movie,Father Soldier Son,"Leslye Davis, Catrin Einhorn",,United States,"July 17, 2020",2020,R,100 min,Documentaries,100.0,,1
s2230,TV Show,In The Dark,No Director Listed,"Perry Mattfeld, Brooke Markham, Casey Deidrick, Keston John, Morgan Krantz, Rich Sommer, Thamela Mpumlwana, Saycon Sengbloh, Kathleen York, Derek Webster",United States,"July 17, 2020",2020,TV-14,2 Seasons,"Crime TV Shows, TV Dramas",,2.0,1
s2231,TV Show,Kissing Game,No Director Listed,"Caio Horowicz, Iza Moreira, Michel Joelsas, Denise Fraga, ThomÃ¡s Aquino, Luana Nastas, Esther Tinman, Kevin Vechiatto, Grace PassÃ´, Bianca Byington, Bruno Garcia, FlÃ¡vio Tolezani, Carolina del Carmen Peleritti",Brazil,"July 17, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",,1.0,1
s2232,Movie,The Millions,"Toka McBaror, Tunde Apalowo","Ramsey Nouah, Blossom Chukwujekwu, Ayo Makun, Nancy Isime, Ali Nuhu, Folusho Durojaiye, Toyin Abraham, Chika Lann, Broda Shaggi, Etinosa Idemudia",Nigeria,"July 17, 2020",2019,TV-MA,95 min,"Comedies, International Movies",95.0,,1
s2233,Movie,Fatal Affair,Peter Sullivan,"Nia Long, Omar Epps, Stephen Bishop, Maya Stojan, Aubrey Cleland, Carolyn Hennesy",United States,"July 16, 2020",2020,TV-14,90 min,Thrillers,90.0,,1
s2234,Movie,MILF,Axelle Laffont,"Virginie Ledoyen, Marie-JosÃ©e Croze, Axelle Laffont, Matthias Dandois, Victor Meutelet, WaÃ«l Sersoub, Florence Thomassin","France, Belgium","July 16, 2020",2018,TV-MA,102 min,"Comedies, International Movies, Romantic Movies",102.0,,1
s2235,Movie,Cold Feet,Moses Inwang,"Jim Iyke, Joselyn Dumas, Enyinna Nwigwe, Beverly Naya, Femi Adebayo, Segun Arinze, Padita Agu",Nigeria,"July 15, 2020",2019,TV-14,98 min,"Dramas, International Movies, Romantic Movies",98.0,,1
s2236,TV Show,Dark Desire,No Director Listed,"Maite Perroni, Erik Hayser, Alejandro Speitzer, MarÃ­a Fernanda Yepes, Jorge Poza, Regina PavÃ³n, Paulina Matos, Leticia Huijara, Claudia Pineda, Esteban Soberanes, Claudia RÃ­os, Samantha Orozco, FabiÃ¡n Merlo, Eligio MelÃ©ndez, Carmen Beato, Carlos Torres, ToÃ±o ValdÃ©s",Mexico,"July 15, 2020",2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",,1.0,1
s2237,Movie,Little Singham: Legend of Dugabakka,No Director Listed,,Unknown,"July 15, 2020",2020,TV-Y7,68 min,"Children & Family Movies, Comedies",68.0,,1
s2238,TV Show,Skin Decision: Before and After,No Director Listed,,United States,"July 15, 2020",2020,TV-MA,1 Season,"Reality TV, Science & Nature TV",,1.0,1
s2239,TV Show,Sunny Bunnies,No Director Listed,"Svetlana Tsimokhina, Dmitri Davidovich",Belarus,"July 15, 2020",2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies",,2.0,1
s2240,Movie,Sylvia,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",Nigeria,"July 15, 2020",2018,TV-14,104 min,"Dramas, International Movies, Thrillers",104.0,,1
s2241,Movie,The Players,Stefano Mordini,"Valerio Mastandrea, Riccardo Scamarcio, Laura Chiatti, Valentina Cervi, Marina FoÃ¯s, Euridice Axen, Massimiliano Gallo, Alessia Giuliani",Italy,"July 15, 2020",2020,TV-MA,89 min,"Comedies, International Movies",89.0,,1
s2242,TV Show,The Business of Drugs,No Director Listed,Amaryllis Fox,United States,"July 14, 2020",2020,TV-MA,1 Season,Docuseries,,1.0,1
s2243,Movie,Urzila Carlson: Overqualified Loser,Hayden Guppy,Urzila Carlson,Australia,"July 14, 2020",2020,TV-MA,62 min,Stand-Up Comedy,62.0,,1
s2244,Movie,We Are One,StÃ©phane de Freitas,,France,"July 14, 2020",2020,TV-MA,86 min,"Documentaries, International Movies, Music & Musicals",86.0,,1
s2245,Movie,Hole in the Wall,"AndrÃ© Odendaal, Johan Vorster","AndrÃ© Odendaal, Nicholas Campbell, Tinarie van Wyk Loots, Bheki Mkwane, Susan Coetzer, Botho Molohloane, Anna Davel, Nomboniso Paile, Dania Gelderblom, Hamish Kyd",South Africa,"July 11, 2020",2016,TV-MA,104 min,"Dramas, International Movies",104.0,,1
s2246,TV Show,Dating Around: Brazil,Cassia Dian,,Brazil,"July 10, 2020",2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows",,1.0,1
s2247,TV Show,Down to Earth with Zac Efron,No Director Listed,"Zac Efron, Darin Olien",United States,"July 10, 2020",2020,TV-PG,1 Season,"Docuseries, Reality TV, Science & Nature TV",,1.0,1
s2248,Movie,Mama's Boy,Amro Salah,"Hesham Maged, Shikoo, Mohammed Tharwat, Mahmoud Ellisy, Ahmed Sultan, Noor Kadri",Egypt,"July 10, 2020",2018,TV-14,101 min,"Comedies, International Movies",101.0,,1
s2249,Movie,The Claudia Kishi Club,Sue Ding,,United States,"July 10, 2020",2020,TV-14,17 min,Documentaries,17.0,,1
s2250,TV Show,The Epic Tales of Captain Underpants in Space,No Director Listed,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Brennan Murray, Nolan North, Gary Anthony Williams, Secunda Wood",United States,"July 10, 2020",2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",,1.0,1
s2251,Movie,The Old Guard,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Marwan Kenzari, Luca Marinelli, Harry Melling, Van Veronica Ngo, Matthias Schoenaerts, Chiwetel Ejiofor",United States,"July 10, 2020",2020,R,126 min,Action & Adventure,126.0,,1
s2252,TV Show,The Twelve,Wouter Bouvijn,"Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen",Belgium,"July 10, 2020",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",,1.0,1
s2253,Movie,Your Excellency,Funke Akindele,"Akin Lewis, Funke Akindele, Kemi Lala Akindoju, Shaffy Bello, Kunle Coker, Eku Edewor, Alexx Ekubo, Osas Ighodaro Ajibade, Seyi Law, Falz, Chigul, Deyemi Okanlawon, Beverly Osu, Toni Tones, Christian Paul, Bimbo Manuel, Helen Paul",Unknown,"July 10, 2020",2019,TV-G,120 min,"Comedies, International Movies",120.0,,1
s2254,TV Show,Japan Sinks: 2020,No Director Listed,"Reina Ueda, Tomo Muranaka, Yuko Sasaki, Masaki Terasoma, Hiroyuki Yoshino, Kensho Ono",Japan,"July 9, 2020",2020,TV-MA,1 Season,"Anime Series, International TV Shows",,1.0,1
s2255,TV Show,The Protector,No Director Listed,"ÃaÄatay Ulusoy, AyÃ§a AyÅin Turan, Hazar ErgÃ¼Ã§lÃ¼, Okan YalabÄ±k, Mehmet KurtuluÅ, Yurdaer Okur",Turkey,"July 9, 2020",2020,TV-MA,4 Seasons,"International TV Shows, Romantic TV Shows, TV Action & Adventure",,4.0,1
s2256,TV Show,Was It Love?,No Director Listed,"Song Ji-hyo, Son Ho-jun, Song Jong-ho, Koo Ja-sung, Kim Min-jun, Kim Da-som, Kim Mee-kyung, Um Chae-young, Kim Young-ah, Kim Byung-choon",South Korea,"July 9, 2020",2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",,1.0,1
s2257,Movie,Born Racer,Bryn Evans,Scott Dixon,New Zealand,"July 8, 2020",2018,R,89 min,"Documentaries, Sports Movies",89.0,,1
s2258,Movie,Mucho Mucho Amor: The Legend of Walter Mercado,"Cristina Costantini, Kareem Tabsch",Walter Mercado,United States,"July 8, 2020",2020,TV-14,96 min,"Documentaries, LGBTQ Movies",96.0,,1
s2259,TV Show,Stateless,No Director Listed,"Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West",Australia,"July 8, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas",,1.0,1
s2260,Movie,The Long Dumb Road,Hannah Fidell,"Tony Revolori, Jason Mantzoukas, Taissa Farmiga, Grace Gummer, Ciara Bravo, Casey Wilson, Pamela Reed, Ron Livingston",United States,"July 8, 2020",2018,R,91 min,"Comedies, Independent Movies",91.0,,1
s2261,Movie,Dr. Seuss' The Lorax,"Chris Renaud, Kyle Balda","Danny DeVito, Ed Helms, Taylor Swift, Zac Efron, Betty White, Rob Riggle, Jenny Slate, Nasim Pedrad, Joel Swetow, Michael Beattie, Stephen Tobolowsky","United States, France","July 7, 2020",2012,PG,86 min,Children & Family Movies,86.0,,0
s2262,Movie,Jim Jefferies: Intolerant,Scott Zabielski,Jim Jefferies,Unknown,"July 7, 2020",2020,TV-MA,67 min,Stand-Up Comedy,67.0,,1
s2263,Movie,A Kid from Coney Island,"Coodie, Chike",Stephon Marbury,"United States, China","July 6, 2020",2019,TV-MA,89 min,"Documentaries, Sports Movies",89.0,,1
s2264,Movie,PNL - Dans la lÃ©gende tour,QLF,PNL,Unknown,"July 6, 2020",2020,TV-MA,65 min,"International Movies, Music & Musicals",65.0,,1
s2265,Movie,Aiyyaa,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",India,"July 5, 2020",2012,TV-14,151 min,"Comedies, International Movies, Music & Musicals",151.0,,0
s2266,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,"July 5, 2020",2011,TV-14,116 min,"Action & Adventure, Comedies, Dramas",116.0,,0
s2267,Movie,Blood Money,Vishal Mahadkar,"Manish Chaudhary, Kunal Kemmu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda",India,"July 5, 2020",2012,TV-14,110 min,"Dramas, International Movies, Romantic Movies",110.0,,0
s2268,Movie,Bombay Talkies,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Amitabh Bachchan, Ranvir Shorey, Katrina Kaif, Diana Penty",India,"July 5, 2020",2013,TV-MA,123 min,"Dramas, International Movies",123.0,,0
s2269,Movie,Boss,Anthony D'Souza,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",India,"July 5, 2020",2013,TV-14,139 min,"Action & Adventure, Comedies, Dramas",139.0,,0
s2270,Movie,Budhia Singh: Born to Run,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao",India,"July 5, 2020",2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies",95.0,,1
s2271,Movie,Chashme Baddoor,David Dhawan,"Rishi Kapoor, Ali Zafar, Taapsee Pannu, Siddharth, Divyendu Sharma, Anupam Kher, Bharati Achrekar, Lillete Dubey, Ayaz Khan",India,"July 5, 2020",2013,TV-14,121 min,"Comedies, International Movies, Music & Musicals",121.0,,0
s2272,Movie,Dharam Sankat Mein,Fuwad Khan,"Paresh Rawal, Annu Kapoor, Alka Badola Kaushal, Auritra Ghosh, Naseeruddin Shah, Manoj Raghubir Sharma, Rushita Pandya, Murli Sharma",India,"July 5, 2020",2015,TV-PG,127 min,"Comedies, Dramas, International Movies",127.0,,1
s2273,Movie,Drishyam,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",India,"July 5, 2020",2015,TV-14,162 min,"Dramas, International Movies, Thrillers",162.0,,1
s2274,Movie,Gabbar Is Back,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",India,"July 5, 2020",2015,TV-14,128 min,"Action & Adventure, Dramas, International Movies",128.0,,1
s2275,Movie,Gollu Aur Pappu,Kabir Sadanand,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",India,"July 5, 2020",2014,TV-14,112 min,"Action & Adventure, Comedies, International Movies",112.0,,0
s2276,TV Show,Hook,Rachit Kusonkoonsiri,"Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",Thailand,"July 5, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",,1.0,1
s2277,Movie,Inkaar,Sudhir Mishra,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",India,"July 5, 2020",2013,TV-MA,125 min,"Dramas, International Movies, Romantic Movies",125.0,,0
s2278,Movie,Madras CafÃ©,Shoojit Sircar,"John Abraham, Nargis Fakhri, Rashi Khanna, Avijit Dutt, Prakash Belawadi, Ajay Ratnam, Siddartha Basu, Agnello Dias, Dibang",India,"July 5, 2020",2013,TV-14,128 min,"Dramas, International Movies, Thrillers",128.0,,0
s2279,Movie,Mary Kom,Omung Kumar,"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",India,"July 5, 2020",2014,TV-PG,120 min,"Dramas, International Movies, Sports Movies",120.0,,0
s2280,Movie,Michael,Ribhu Dasgupta,"Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",India,"July 5, 2020",2011,TV-MA,86 min,"Dramas, Independent Movies, International Movies",86.0,,0
s2281,Movie,Mumbai Delhi Mumbai,Satish Rajwade,"Shiv Pandit, Piaa Bajpai",India,"July 5, 2020",2014,TV-MA,107 min,"Comedies, International Movies, Romantic Movies",107.0,,0
s2282,Movie,Oh My God,Umesh Shukla,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo",India,"July 5, 2020",2012,TV-PG,129 min,"Comedies, Dramas, International Movies",129.0,,0
s2283,Movie,One by Two,Devika Bhagat,"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin",India,"July 5, 2020",2014,TV-14,135 min,"Comedies, Dramas, International Movies",135.0,,0
s2284,Movie,Only,Takashi Doscher,"Freida Pinto, Leslie Odom Jr., Chandler Riggs, Jayson Warner Smith, Joshua Mikel, Mark Ashworth, Tia Hendricks, Richard Hempton, Noor Naghmi, Maggie Parto",United States,"July 5, 2020",2019,TV-MA,97 min,"Dramas, Independent Movies, Romantic Movies",97.0,,1
s2285,Movie,Penalty,Shubham Singh,"Lukram Smil, Manjot Singh, Shashank Arora, Kay Kay Menon, Aakash Dabhade, Srishti Jain, Bijou Thaangjam, Mohit Nain, Ashwin Kaushal",India,"July 5, 2020",2019,TV-14,125 min,"Dramas, Independent Movies, International Movies",125.0,,1
s2286,Movie,Players,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj",India,"July 5, 2020",2012,TV-14,162 min,"Action & Adventure, International Movies",162.0,,0
s2287,Movie,Pyaar Ka Punchnama 2,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgall, Sunny Singh, Ishita Raj, Omkar Kapoor, Sharat Saxena, Mona Ambegaonkar",India,"July 5, 2020",2015,TV-MA,136 min,"Comedies, Dramas, International Movies",136.0,,1
s2288,Movie,Queen,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",India,"July 5, 2020",2014,TV-MA,138 min,"Comedies, Dramas, International Movies",138.0,,0
s2289,Movie,Shaitan,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Nikhil Chinappa, Rajit Kapoor, Rajkummar Rao, Pavan Malhotra",India,"July 5, 2020",2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies",126.0,,0
s2290,Movie,Special 26,Neeraj Pandey,"Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishore Kadam, Neeru Bajwa, Deep Raj Rana, Neetu Singh",India,"July 5, 2020",2013,TV-PG,137 min,"Dramas, International Movies, Thrillers",137.0,,0
s2291,Movie,Tanu Weds Manu,Aanand Rai,"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal, Swara Bhaskar, Eijaz Khan, K.K. Raina, Rajendra Gupta, Ravi Kishan, Navni Parihar",India,"July 5, 2020",2011,TV-14,114 min,"Comedies, Dramas, International Movies",114.0,,0
s2292,Movie,What the Fish,Gurmmeet Singh,"Dimple Kapadia, Vishal Sharma, Sumit Suri, Anand Tiwari, Deepti Pujari, Manu Rishi Chadha, Geetika Tyagi, Manjot Singh, Sabina Sheema",India,"July 5, 2020",2013,TV-14,96 min,"Comedies, International Movies",96.0,,0
s2293,TV Show,Little Singham,No Director Listed,"Swapnil Kumari, Jigna Bhardwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Shaily Dube, Saumya Daan, Anamaya Verma, Parminder Ghumman, Pawan Kalra",India,"July 4, 2020",2020,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",,2.0,1
s2294,TV Show,Cable Girls,No Director Listed,"Blanca SuÃ¡rez, Nadia de Santiago, Ana FernÃ¡ndez, Maggie Civantos, Ana Polvorosa, Yon GonzÃ¡lez, MartiÃ±o Rivas, Nico Romero, Borja Luna, Sergio Mur, Concha Velasco, Antonio VelÃ¡zquez, Ernesto Alterio, Ira del RÃ­o, Angela Cremonte, Andrea Carballo",Spain,"July 3, 2020",2019,TV-MA,6 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",,6.0,1
s2295,Movie,Desperados,LP,"Nasim Pedrad, Anna Camp, Lamorne Morris, Heather Graham, Robbie Amell, Sarah Burns, Jessica Chaffin",United States,"July 3, 2020",2020,TV-MA,107 min,"Comedies, Romantic Movies",107.0,,1
s2296,Movie,Hunter in the Blue Side of Manchester,Rako Prijanto,"Adipati Dolken, Ganindra Bimo, Donny Alamsyah, Vonny Cornellya, Tania Staite, Maurice Bryrne, Kevin Bzezovski Taroreh","Indonesia, United Kingdom","July 3, 2020",2020,TV-MA,89 min,"Dramas, International Movies",89.0,,1
s2297,Movie,I Am Not Your Negro,Raoul Peck,"Samuel L. Jackson, Joey Starr","Switzerland, France, Belgium, United States","July 3, 2020",2017,PG-13,94 min,Documentaries,94.0,,1
s2298,TV Show,JU-ON: Origins,No Director Listed,"Yoshiyoshi Arakawa, Yuina Kuroshima, Ririka, Koki Osamura, Seiko Iwaido, Kai Inowaki, Ryushin Tei, Yuya Matsuura, Kaho Tsuchimura, Takemi Fujii, Ryota Matsushima, Haruka Kubo, Shinsuke Kato, Nana Yanagisawa, Atom Shukugawa, Yura Anno, Tokio Emoto, Nobuko Sendo, Kana Kurashina",Japan,"July 3, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",,1.0,1
s2299,TV Show,Southern Survival,No Director Listed,,United States,"July 3, 2020",2020,TV-PG,1 Season,Reality TV,,1.0,1
s2300,TV Show,The Baby-Sitters Club,No Director Listed,"Sophie Grace, Momona Tamada, Shay Rudolph, Malia Baker, Xochitl Gomez, Alicia Silverstone, Mark Feuerstein, Marc Evan Jackson, Aya Furukawa, Jessica Elaina Eason",United States,"July 3, 2020",2020,TV-G,1 Season,"Kids' TV, TV Dramas",,1.0,1
s2301,Movie,The Perfect Picture: Ten Years Later,Shirley Frimpong-Manso,"Jackie Appiah, Naa Ashorkor Mensa-Doku, Lydia Forson, Adjetey Anang, Richard Mofe-Damijo, Chris Attoh, Gideon Okeke, Joselyn Dumas, John Dumelo, Beverly Naya",Ghana,"July 3, 2020",2019,TV-MA,148 min,"Comedies, Dramas, International Movies",148.0,,1
s2302,TV Show,Supermarket Sweep,No Director Listed,,United States,"July 2, 2020",1993,TV-G,1 Season,Reality TV,,1.0,0
